filename,source_folder,proposed_class,decision,reason,review_status
Healthy Leaf00064.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00065.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00066.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00067.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00068.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00069.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00070.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00071.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00072.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00073.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00074.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00075.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00076.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00077.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00078.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00079.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00080.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00081.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00082.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00083.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00084.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00085.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00086.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00087.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00088.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00089.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00090.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00091.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00092.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00093.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00094.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00095.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00096.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00097.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00098.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00099.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00100.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00101.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00102.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00103.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,Minor mechanical dust/tearing on lower leaf surface requiring expert secondary validation,COMPLETED
Healthy Leaf00104.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00105.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00106.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00107.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00108.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00109.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00110.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00111.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00112.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00113.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00114.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00115.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00116.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00117.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00118.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00119.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00120.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00121.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00122.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00123.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00124.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00125.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00126.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00127.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00128.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00129.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00130.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00131.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00132.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00133.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00134.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00135.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00136.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00137.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00138.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00139.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00140.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00141.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00142.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00143.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00144.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00145.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00146.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00147.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00148.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00149.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00150.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,Minor mechanical dust/tearing on lower leaf surface requiring expert secondary validation,COMPLETED
Healthy Leaf00151.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00152.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00153.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00154.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00155.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00156.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00157.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00158.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00159.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00160.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00161.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00162.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00163.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00164.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00165.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00166.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00167.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00168.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00169.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00170.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00171.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00172.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00173.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00174.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00175.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00176.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00177.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00178.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00179.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00180.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00181.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00182.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00183.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00184.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00185.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00186.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00187.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00188.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00189.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00190.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00191.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00192.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00193.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00194.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00195.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00196.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00197.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
